Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
India,IND,2009,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,30514000000
India,IND,2008,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,23259000000
India,IND,2007,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,19258000000
India,IND,2006,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,15353000000
India,IND,2005,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,11025000000
India,IND,2004,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,8547000000
India,IND,2003,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,6862000000
India,IND,2002,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,5178000000
India,IND,2001,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,3983000000
India,IND,2000,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2964000000
India,IND,1999,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2421000000
India,IND,1998,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,1129000000
India,IND,1997,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,1039000000
India,IND,1996,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,924000000
India,IND,1995,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,530000000
India,IND,1994,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,200000000
India,IND,1993,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,99000000
India,IND,1992,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,88000000
India,IND,1991,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,39000000
India,IND,1990,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,32000000
India,IND,1989,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,6000000
India,IND,1988,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,6000000
India,IND,1987,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,3000000
India,IND,1986,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2000000
India,IND,1985,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0
India,IND,1984,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0
India,IND,1983,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0
India,IND,1982,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0
India,IND,1981,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0
India,IND,1980,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0
India,IND,1979,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0
India,IND,1978,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0
India,IND,1977,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0
India,IND,1976,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0
India,IND,1975,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0
India,IND,1974,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0
India,IND,1973,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0
India,IND,1972,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0
India,IND,1971,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0
India,IND,2015,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,5.36101124797904
India,IND,2014,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,5.1736825587741
India,IND,2013,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,4.96065332607863
India,IND,2012,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,4.64360860478928
India,IND,2011,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,3.95473022774481
India,IND,2010,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,3.47809306770565
India,IND,2009,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,3.32649443694661
India,IND,2008,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,2.74165885743586
India,IND,2007,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,2.33837605623371
India,IND,2006,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,1.98414544627441
India,IND,2005,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,1.54054461920252
India,IND,2004,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,1.24957784532253
India,IND,2003,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,1.05433464907496
India,IND,2002,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,0.848154469600427
India,IND,2001,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,0.677184016212972
India,IND,2000,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,0.520284787462611
India,IND,1999,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,0.443593455118456
India,IND,1998,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,0.224118661799183
India,IND,1997,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,0.219811372646918
India,IND,1996,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,0.208563283381976
India,IND,1995,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,0.125100316291366
India,IND,1994,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,0.051175370317774
India,IND,1993,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,0.027435602544029
India,IND,1992,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,0.026098742218571
India,IND,1991,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,0.012215901972085
India,IND,1990,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,0.010931500485085
India,IND,1989,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,0.002207359336026
India,IND,1988,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,0.0024557956778
India,IND,1987,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,0.001352045645061
India,IND,1986,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,0.000980531546151
India,IND,1985,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,0
India,IND,1984,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,0
India,IND,1983,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,0
India,IND,1982,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,0
India,IND,1981,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,0
India,IND,1980,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,0
India,IND,1979,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,0
India,IND,1978,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,0
India,IND,1977,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,0
India,IND,1976,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,0
India,IND,1975,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,0
India,IND,1974,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,0
India,IND,1973,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,0
India,IND,1972,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,0
India,IND,1971,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,0
India,IND,2015,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,36.0212225652817
India,IND,2014,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,36.651837856374
India,IND,2013,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,37.8498411784972
India,IND,2012,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,38.3908901522843
India,IND,2011,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,38.9317402139462
India,IND,2010,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,39.4815087312075
India,IND,2009,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,40.7708275885812
India,IND,2008,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,43.6328830116274
India,IND,2007,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,45.8678035195348
India,IND,2006,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,47.4437217093748
India,IND,2005,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,48.5753087512264
India,IND,2004,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,49.7240246052468
India,IND,2003,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,50.8427990577573
India,IND,2002,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,50.5694426557262
India,IND,2001,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,51.7872192257844
India,IND,2000,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,51.5793476223734
India,IND,1999,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,51.7172937036599
India,IND,1998,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,52.7122557076625
India,IND,1997,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,52.4880731033173
India,IND,1996,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,53.767409699754
India,IND,1995,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,54.4841170038941
India,IND,1994,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,55.5571874605853
India,IND,1993,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,56.9833633428903
India,IND,1992,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,57.2305674845727
India,IND,1991,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,57.6047933357271
India,IND,1990,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,58.652858348278
India,IND,2014,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2011 PPP)",EG.USE.COMM.GD.PP.KD,118.368030381416
India,IND,2013,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2011 PPP)",EG.USE.COMM.GD.PP.KD,119.614006533551
India,IND,2012,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2011 PPP)",EG.USE.COMM.GD.PP.KD,124.378211283244
India,IND,2011,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2011 PPP)",EG.USE.COMM.GD.PP.KD,124.983574010341
India,IND,2010,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2011 PPP)",EG.USE.COMM.GD.PP.KD,126.179269263669
India,IND,2009,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2011 PPP)",EG.USE.COMM.GD.PP.KD,130.970682925171
India,IND,2008,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2011 PPP)",EG.USE.COMM.GD.PP.KD,128.274324526289
India,IND,2007,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2011 PPP)",EG.USE.COMM.GD.PP.KD,126.034313004803
India,IND,2006,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2011 PPP)",EG.USE.COMM.GD.PP.KD,128.432767299421
India,IND,2005,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2011 PPP)",EG.USE.COMM.GD.PP.KD,131.856817900979
India,IND,2004,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2011 PPP)",EG.USE.COMM.GD.PP.KD,136.940113853716
India,IND,2003,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2011 PPP)",EG.USE.COMM.GD.PP.KD,140.3256560934
India,IND,2002,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2011 PPP)",EG.USE.COMM.GD.PP.KD,147.815675809233
India,IND,2001,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2011 PPP)",EG.USE.COMM.GD.PP.KD,148.985558575226
India,IND,2000,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2011 PPP)",EG.USE.COMM.GD.PP.KD,153.96566321786
India,IND,1999,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2011 PPP)",EG.USE.COMM.GD.PP.KD,156.202221450189
India,IND,1998,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2011 PPP)",EG.USE.COMM.GD.PP.KD,160.754791049311
India,IND,1997,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2011 PPP)",EG.USE.COMM.GD.PP.KD,166.69542565163
India,IND,1996,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2011 PPP)",EG.USE.COMM.GD.PP.KD,166.827946934773
India,IND,1995,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2011 PPP)",EG.USE.COMM.GD.PP.KD,174.09458900202
India,IND,1994,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2011 PPP)",EG.USE.COMM.GD.PP.KD,177.106570157343
India,IND,1993,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2011 PPP)",EG.USE.COMM.GD.PP.KD,181.915201833059
India,IND,1992,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2011 PPP)",EG.USE.COMM.GD.PP.KD,186.103020645317
India,IND,1991,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2011 PPP)",EG.USE.COMM.GD.PP.KD,189.38584911643
India,IND,1990,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2011 PPP)",EG.USE.COMM.GD.PP.KD,183.697236303491
India,IND,2014,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,804.514228089279
India,IND,2013,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,764.198741627301
India,IND,2012,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,723.235461275311
India,IND,2011,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,696.842241149244
India,IND,2010,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,640.394603119482
India,IND,2009,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,598.498242891158
India,IND,2008,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,561.247580012144
India,IND,2007,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,541.738394737935
India,IND,2006,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,509.214054753734
India,IND,2005,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,468.025752795706
India,IND,2004,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,451.611550105773
India,IND,2003,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,430.48316410045
India,IND,2002,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,410.644783158165
India,IND,2001,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,393.810201419658
India,IND,2000,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,393.64624743933
India,IND,1999,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,392.039692234738
India,IND,1998,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,385.863987739887
India,IND,1997,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,375.485052188479
India,IND,1996,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,359.816272530725
India,IND,1995,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,358.762212137309
India,IND,1994,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,341.231361257802
India,IND,1993,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,320.550746898983
India,IND,1992,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,304.431831195725
India,IND,1991,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,290.89957757274
India,IND,1990,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,272.063483743806
India,IND,1989,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,257.039736204873
India,IND,1988,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,240.025621010203
India,IND,1987,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,220.220741138008
India,IND,1986,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,207.976494596135
India,IND,1985,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,193.534854469531
India,IND,1984,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,183.301872567081
India,IND,1983,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,165.687486017854
India,IND,1982,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,158.099910435862
India,IND,1981,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,151.879059615666
India,IND,1980,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,141.707700097719
India,IND,1979,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,135.741772556772
India,IND,1978,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,135.91764249891
India,IND,1977,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,126.256732021643
India,IND,1976,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,124.123691170803
India,IND,1975,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,114.558928137996
India,IND,1974,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,103.992657061583
India,IND,1973,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,100.632154471966
India,IND,1972,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,100.305073632522
India,IND,1971,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,97.7727187305695
India,IND,2014,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,636.570155596225
India,IND,2013,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,605.792141172954
India,IND,2012,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,599.154414162954
India,IND,2011,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,577.99406108219
India,IND,2010,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,561.653402684576
India,IND,2009,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,544.626598188165
India,IND,2008,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,501.559634925928
India,IND,2007,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,485.099628242327
India,IND,2006,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,466.138261080584
India,IND,2005,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,449.765855850775
India,IND,2004,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,439.703008433281
India,IND,2003,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,424.29434559754
India,IND,2002,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,421.270490059038
India,IND,2001,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,416.014444315137
India,IND,2000,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,417.287588584922
India,IND,1999,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,414.962491754653
India,IND,1998,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,399.498831163618
India,IND,1997,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,397.378184712413
India,IND,1996,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,389.426518014543
India,IND,1995,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,385.091856567221
India,IND,1994,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,371.225912949824
India,IND,1993,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,364.514501805071
India,IND,1992,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,363.078345587075
India,IND,1991,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,357.366760027901
India,IND,1990,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,350.075733861724
India,IND,1989,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,342.700994756113
India,IND,1988,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,334.256827892111
India,IND,1987,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,323.883121703199
India,IND,1986,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,318.867322792323
India,IND,1985,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,314.898047428242
India,IND,1984,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,306.066707500394
India,IND,1983,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,300.702227468504
India,IND,1982,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,298.08393812088
India,IND,1981,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,293.74176010986
India,IND,1980,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,286.163830245464
India,IND,1979,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,285.537776879226
India,IND,1978,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,279.38086022455
India,IND,1977,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,281.947666504106
India,IND,1976,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,280.447908036059
India,IND,1975,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,275.907784777961
India,IND,1974,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,272.713549515064
India,IND,1973,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,268.602742248655
India,IND,1972,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,267.308741322663
India,IND,1971,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,267.3475634967
India,IND,2014,CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS,2.7140300114136
India,IND,2013,CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS,2.62235178741197
India,IND,2012,CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS,2.66153158971738
India,IND,2011,CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS,2.54860902118406
India,IND,2010,CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS,2.48066384810789
India,IND,2009,CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS,2.62157683366012
India,IND,2008,CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS,2.60438402983726
India,IND,2007,CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS,2.4523865560398
India,IND,2006,CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS,2.39972555806091
India,IND,2005,CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS,2.36859340605132
India,IND,2004,CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS,2.32398424886975
India,IND,2003,CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS,2.33156773874663
India,IND,2002,CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS,2.2889696504773
India,IND,2001,CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS,2.32807858477859
India,IND,2000,CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS,2.34035641881267
India,IND,1999,CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS,2.31167614067497
India,IND,1998,CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS,2.29870365728629
India,IND,1997,CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS,2.30727281685708
India,IND,1996,CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS,2.30637373245851
India,IND,1995,CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS,2.18632775312311
India,IND,1994,CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS,2.17852235498948
India,IND,1993,CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS,2.14078539407393
India,IND,1992,CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS,2.11748763826634
India,IND,1991,CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS,2.06645599101739
India,IND,1990,CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS,2.02527819800983
India,IND,1989,CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS,1.9753012721969
India,IND,1988,CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS,1.88463010864142
India,IND,1987,CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS,1.83998367372141
India,IND,1986,CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS,1.78932155599705
India,IND,1985,CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS,1.7274701451073
India,IND,1984,CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS,1.65366573059099
